id,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score,traffic_density_encoded
36022022,Lebak,2022,3305.07,1417350.0,428.84,Low,5.78,64.71,33475.0,2.0,21588.52,65.11,1.0
36032022,Tangerang,2022,959.61,3321650.0,3461.46,Medium,0.23,72.97,160167.0,1.0,84149.77,67.43,2.0
36712022,City of Tangerang,2022,164.55,1931640.0,11738.92,High,0.885,78.9,182409.0,1.0,50425.81,67.12,0.0
36722022,City of Cilegon,2022,162.51,445060.0,2738.66,Medium,0.885,73.95,120767.0,1.0,8316.91,66.73,2.0
36732022,City of Serang,2022,266.74,712410.0,2670.8,Medium,0.885,72.98,36724.0,1.0,21346.4,67.41,2.0
36742022,City of Tangerang Selatan,2022,147.19,1378710.0,9366.87,Medium,0.885,81.95,96137.0,1.0,35500.94,69.84,2.0
51012022,Jembrana,2022,841.8,327900.0,389.52,Low,0.41,73.58,14532.0,1.0,5947.29,73.83,1.0
51022022,Tabanan,2022,839.33,469300.0,559.14,Low,53.11,76.75,23681.0,1.2642857142857142,11758.668946135833,74.88,1.0
51032022,Badung,2022,418.5,549500.0,1313.02,Low,129.92,82.13,55290.0,1.0,11947.46,75.02,1.0
51042022,Gianyar,2022,368.0,524000.0,1423.91,Low,0.77,78.39,27944.0,1.0,19669.85,74.97,1.0
51052022,Klungkung,2022,315.0,214000.0,679.37,Low,0.07,72.55,9210.0,3.0,3764.36,75.01,1.0
51062022,Bangli,2022,520.81,267100.0,512.85,Low,2.36,70.26,7338.0,1.0,4083.61,75.27,1.0
51082022,Buleleng,2022,1366.0,825100.0,604.03,Low,1.41,73.45,35805.0,1.0,14328.37,75.12,1.0
51712022,City of Denpasar,2022,127.78,726800.0,5687.9,Medium,1.38,84.37,54634.0,1.0,31631.27,76.14,2.0
52012022,Lombok Barat,2022,1053.92,742074.0,704.11,Low,0.885,69.41,16562.0,1.0,10533.61,68.27,1.0
52032022,Lombok Timur,2022,2679.88,1368136.0,510.52,Low,0.08,67.59,22600.0,1.0,19620.96,69.27,1.0
52042022,Sumbawa,2022,6643.98,522357.0,78.62,Low,0.65,68.89,16108.0,2.0,9482.04,70.17,1.0
52052022,Dompu,2022,2324.55,243404.0,104.71,Low,0.885,69.15,7826.0,1.2642857142857142,11758.668946135833,70.33,1.0
52062022,Bima,2022,4389.0,527664.0,120.22,Low,0.885,67.57,12734.0,1.0,10110.21,69.3,1.0
52072022,Sumbawa Barat,2022,1742.27,150338.0,86.29,Low,7.88,72.65,31512.0,1.2642857142857142,11758.668946135833,71.22,1.0
52082022,Lombok Utara,2022,809.53,254145.0,313.94,Low,0.885,65.7,5051.0,1.0,3744.61,70.25,1.0
52712022,City of Mataram,2022,61.3,437162.0,7131.52,Medium,0.885,79.59,21182.0,1.0,9643.69,67.91,2.0
53012022,Sumba Barat,2022,757.41,149804.0,197.78,Low,0.885,64.43,2583.0,1.2642857142857142,11758.668946135833,71.58,1.0
53032022,Kupang,2022,5136.51,373259.0,72.67,Low,0.885,65.04,8483.0,1.2642857142857142,11758.668946135833,69.96,1.0
53042022,Timor Tengah Selatan,2022,3933.15,467732.0,118.92,Low,0.885,62.73,8810.0,1.2642857142857142,11758.668946135833,71.82,1.0
53062022,Belu,2022,1127.25,226307.0,200.76,Low,0.885,63.22,5036.0,1.2642857142857142,11758.668946135833,70.67,1.0
53072022,Alor,2022,2928.56,218059.0,74.46,Low,0.01,62.26,3363.0,1.2642857142857142,11758.668946135833,71.85,1.0
53082022,Lembata,2022,1268.11,139436.0,109.96,Low,0.885,65.47,2017.0,1.2642857142857142,11758.668946135833,73.32,1.0
53092022,Flores Timur,2022,1748.52,284122.0,162.49,Low,0.885,64.93,5643.0,1.2642857142857142,11758.668946135833,72.06,1.0
53102022,Sikka,2022,1671.65,330429.0,197.67,Low,0.885,66.06,5703.0,1.2642857142857142,11758.668946135833,70.2,1.0
53112022,Ende,2022,2085.24,275785.0,132.26,Low,0.885,67.97,6793.0,1.2642857142857142,11758.668946135833,70.88,1.0
53122022,Ngada,2022,1735.64,169383.0,97.59,Low,0.885,68.26,3819.0,1.2642857142857142,11758.668946135833,71.51,1.0
53132022,Manggarai,2022,1343.83,323054.0,240.4,Low,0.885,65.83,5097.0,1.2642857142857142,11758.668946135833,70.22,1.0
53152022,Manggarai Barat,2022,3129.0,265613.0,84.89,Low,0.08,64.92,3884.0,1.0,3097.24,70.27,1.0
53162022,Sumba Tengah,2022,1789.66,88706.0,49.57,Low,0.32,62.71,1303.0,1.2642857142857142,11758.668946135833,73.3,1.0
53172022,Sumba Barat Daya,2022,1383.31,315427.0,228.02,Low,0.885,63.15,4176.0,1.2642857142857142,11758.668946135833,72.74,1.0
53202022,Sabu Raijua,2022,460.96,91877.0,199.32,Low,0.885,57.9,1546.0,1.2642857142857142,11758.668946135833,73.93,1.0
53212022,Malaka,2022,1109.16,188493.0,169.94,Low,0.885,61.34,3144.0,1.2642857142857142,11758.668946135833,69.41,1.0
53712022,City of Kupang,2022,159.33,458253.0,2876.13,Medium,0.885,80.2,26200.0,1.0,8319.26,72.57,2.0
61012022,Sambas,2022,6395.7,641271.0,100.27,Low,0.56,67.95,24423.0,5.0,11611.2,71.39,1.0
61042022,Mempawah,2022,2797.88,308804.0,110.37,Low,32.38,66.94,9956.0,1.0,3066.97,72.79,1.0
61052022,Sanggau,2022,12857.7,497280.0,38.68,Low,0.25,66.91,23847.0,6.0,8984.18,73.7,1.0
61062022,Ketapang,2022,31588.0,584946.0,18.52,Low,0.885,67.92,34314.0,1.2642857142857142,11758.668946135833,72.69,1.0
61072022,Sintang,2022,21635.0,432206.0,19.98,Low,0.885,67.86,17330.0,1.2642857142857142,11758.668946135833,72.07,1.0
61082022,Kapuas Hulu,2022,29842.0,258989.0,8.68,Low,0.885,66.7,12187.0,1.0,4866.38,72.94,1.0
61092022,Sekadau,2022,5444.2,216862.0,39.83,Low,0.885,65.58,7884.0,1.2642857142857142,11758.668946135833,73.48,1.0
61102022,Melawi,2022,10640.8,235669.0,22.15,Low,0.27,66.81,6177.0,1.2642857142857142,11758.668946135833,74.36,1.0
61112022,Kayong Utara,2022,4568.26,130592.0,28.59,Low,0.885,63.81,4981.0,1.2642857142857142,11758.668946135833,72.38,1.0
61122022,Kubu Raya,2022,6985.2,628558.0,89.98,Low,0.885,68.91,35209.0,1.2642857142857142,11758.668946135833,73.7,1.0
61722022,City of Singkawang,2022,504.0,242177.0,480.51,Low,0.885,72.89,11922.0,1.0,3429.79,72.54,1.0
62042022,Barito Selatan,2022,7020.09,133478.0,19.01,Low,0.885,71.01,8132.0,1.0,2443.97,73.24,1.0
62052022,Barito Utara,2022,8300.0,158539.0,19.1,Low,0.17,71.21,14298.0,1.0,2260.39,72.89,1.0
62062022,Sukamara,2022,3827.0,65457.0,17.1,Low,0.885,68.94,5460.0,1.2642857142857142,11758.668946135833,72.54,1.0
62072022,Lamandau,2022,6414.0,100509.0,15.67,Low,0.56,71.11,7316.0,1.2642857142857142,11758.668946135833,74.66,1.0
62082022,Seruyan,2022,16404.0,168262.0,10.26,Low,0.03,68.24,10809.0,1.0,2999.94,74.63,1.0
62092022,Katingan,2022,20382.53,166820.0,8.18,Low,0.885,69.74,9966.0,1.2642857142857142,11758.668946135833,73.24,1.0
62102022,Pulang Pisau,2022,8997.0,136869.0,15.21,Low,0.08,69.01,6465.0,1.0,2469.88,73.21,1.0
62112022,Gunung Mas,2022,10804.0,140125.0,12.97,Low,0.0,71.4,8135.0,1.0,3705.84,75.6,1.0
62122022,Barito Timur,2022,3834.0,115860.0,30.22,Low,0.01,72.07,10948.0,1.2642857142857142,1679.83,72.17,1.0
62132022,Murung Raya,2022,23700.16,114831.0,4.85,Low,0.79,68.63,12999.0,1.0,2033.98,72.85,1.0
62712022,City of Palangka Raya,2022,2853.19,301417.0,105.64,Low,304.75,81.16,21955.0,1.0,5544.81,73.58,1.0
63012022,Tanah Laut,2022,3631.35,358090.0,98.61,Low,2.14,70.35,19022.0,1.0,5180.74,72.2,1.0
63022022,Kotabaru,2022,9442.46,326631.0,34.59,Low,3.0,69.74,33266.0,1.0,6614.35,73.94,1.0
63032022,Banjar,2022,4668.5,570347.0,122.17,Low,0.25,70.72,21071.0,1.0,13051.24,72.89,1.0
63042022,Barito Kuala,2022,2996.46,319708.0,106.7,Low,39.25,67.37,9868.0,2.0,3517.98,75.01,1.0
63082022,Hulu Sungai Utara,2022,915.05,233428.0,255.1,Low,0.04,66.84,5671.0,1.0,3376.83,73.33,1.0
63092022,Tabalong,2022,3556.0,258525.0,72.7,Low,10.88,73.13,29172.0,1.0,3750.78,74.08,1.0
63102022,Tanah Bumbu,2022,4871.39,341137.0,70.03,Low,0.83,71.79,31610.0,3.0,6074.35,74.59,1.0
63112022,Balangan,2022,1878.3,133789.0,71.23,Low,2.59,69.73,19848.0,1.0,2057.63,73.18,1.0
63722022,City of Banjar Baru,2022,371.38,268292.0,722.42,Low,65.17,79.68,11786.0,1.0,6707.97,72.67,1.0
64012022,Paser,2022,11603.94,286952.0,24.73,Low,51.3,73.44,76262.0,1.0,4330.1,74.6,1.0
64032022,Kutai Kartanegara,2022,27263.1,791855.0,29.04,Low,77.28,74.67,240393.0,6.0,11452.48,74.08,1.0
64042022,Kutai Timur,2022,35747.5,399453.0,11.17,Low,0.885,74.35,211101.0,2.0,7767.44,73.4,1.0
64052022,Berau,2022,34127.17,236325.0,6.92,Low,20.19,75.74,60158.0,2.0,4980.19,72.74,1.0
64092022,Penajam Paser Utara,2022,3333.0,159073.0,47.73,Low,333.56,72.55,13129.0,1.0,3503.4,73.31,1.0
64112022,Mahakam Ulu,2022,15315.0,27201.0,1.78,Low,0.885,68.75,3169.0,1.2642857142857142,558.46,74.67,1.0
64722022,City of Samarinda,2022,716.96,865911.0,1207.75,Low,0.05,81.43,83354.0,2.0,21434.79,73.41,1.0
65012022,Malinau,2022,38911.8,84509.0,2.17,Low,0.885,72.75,17587.0,1.2642857142857142,11758.668946135833,77.97,1.0
65032022,Tana Tidung,2022,3504.0,26783.0,7.64,Low,0.0,68.6,8626.0,1.0,517.79,76.67,1.0
65042022,Nunukan,2022,13564.0,204762.0,15.1,Low,4565.6,67.16,40151.0,1.0,1557.68,75.95,1.0
65712022,City of Tarakan,2022,251.0,248182.0,988.77,Low,0.885,76.68,47488.0,1.2642857142857142,11758.668946135833,76.77,1.0
71012022,Bolaang Mongondow,2022,3269.3,252648.0,77.28,Low,0.885,68.95,9777.0,1.0,4571.22,75.89,1.0
71022022,Minahasa,2022,1128.45,350317.0,310.44,Low,0.885,76.18,20369.0,2.0,6363.28,75.9,1.0
71032022,Kepulauan Sangihe,2022,597.26,140165.0,234.68,Low,0.01,71.63,5223.0,1.0,2039.39,75.17,1.0
71042022,Kepulauan Talaud,2022,1012.14,95545.0,94.4,Low,0.19,70.43,2631.0,1.2642857142857142,11758.668946135833,76.2,1.0
71052022,Minahasa Selatan,2022,1456.69,241680.0,165.91,Low,0.01,72.89,10527.0,1.0,3452.36,74.16,1.0
71062022,Minahasa Utara,2022,995.55,229368.0,230.39,Low,102.69,74.69,17226.0,1.0,4311.42,73.67,1.0
71092022,Minahasa Tenggara,2022,753.14,118023.0,156.71,Low,0.885,71.48,6147.0,1.0,1684.1,74.89,1.0
71102022,Bolaang Mongondow Selatan,2022,1796.07,71481.0,39.8,Low,0.885,65.9,2504.0,1.0,1055.35,75.56,1.0
71112022,Bolaang Mongondow Timur,2022,859.97,92299.0,107.33,Low,0.08,67.21,3533.0,1.2642857142857142,1347.62,74.07,1.0
71712022,City of Manado,2022,162.35,454606.0,2800.16,Medium,0.885,79.66,43920.0,1.0,10624.11,74.81,2.0
71722022,City of Bitung,2022,329.72,229795.0,696.94,Low,0.0,74.7,20620.0,1.0,5805.52,75.54,1.0
71732022,City of Tomohon,2022,169.06,101151.0,598.31,Low,8.41,77.44,5034.0,1.0,1851.04,76.32,1.0
71742022,City of Kotamobagu,2022,108.89,125405.0,1151.67,Low,18.52,73.96,4413.0,1.0,3146.38,75.14,1.0
72012022,Banggai Kepulauan,2022,2385.07,123576.0,51.81,Low,0.04,66.08,4569.0,1.0,2192.59,75.77,1.0
72032022,Morowali,2022,4486.89,176244.0,39.28,Low,0.75,72.55,146772.0,1.0,3064.36,76.48,1.0
72042022,Poso,2022,7545.93,252650.0,33.48,Low,0.0,71.93,10891.0,1.2642857142857142,11758.668946135833,75.86,1.0
72052022,Donggala,2022,5126.59,305890.0,59.67,Low,0.62,66.25,13781.0,1.0,4423.29,75.27,1.0
72062022,Toli-Toli,2022,3700.37,228641.0,61.79,Low,0.1,66.76,9697.0,1.2642857142857142,11758.668946135833,76.42,1.0
72072022,Buol,2022,3723.58,148246.0,39.81,Low,0.885,68.72,6713.0,1.2642857142857142,11758.668946135833,74.52,1.0
72082022,Parigi Moutong,2022,5805.61,446712.0,76.94,Low,2.4,66.26,20061.0,1.0,8258.25,74.69,1.0
72102022,Sigi,2022,5225.44,266812.0,51.06,Low,0.885,69.05,10600.0,1.0,4700.84,76.83,1.0
72112022,Banggai Laut,2022,725.67,71345.0,98.32,Low,0.885,66.22,2804.0,1.0,1354.99,74.71,1.0
72122022,Morowali Utara,2022,8736.01,124006.0,14.19,Low,0.885,68.97,21082.0,1.2642857142857142,2230.88,75.4,1.0
72712022,City of Palu,2022,395.06,381572.0,965.86,Low,9.98,82.02,28445.0,1.0,7407.37,73.57,1.0
73012022,Kepulauan Selayar,2022,1160.36,139658.0,120.36,Low,0.25,68.35,7480.0,1.0,2014.42,71.85,1.0
73022022,Bulukumba,2022,1175.53,445815.0,379.25,Low,36.99,70.34,17233.0,1.0,6530.46,75.59,1.0
73032022,Bantaeng,2022,390.97,200843.0,513.7,Low,0.48,69.69,12164.0,1.0,2956.24,72.45,1.0
73062022,Gowa,2022,1813.0,788159.0,434.73,Low,0.885,70.99,25612.0,1.2642857142857142,11758.668946135833,72.58,1.0
73092022,Pangkajene dan Kepulauan,2022,888.91,352056.0,396.05,Low,0.885,69.79,30482.0,1.0,5153.06,75.07,1.0
73102022,Barru,2022,1201.9,186678.0,155.32,Low,1.13,71.53,8878.0,1.0,2781.72,72.67,1.0
73112022,Bone,2022,4567.36,816013.0,178.66,Low,4.72,67.01,43641.0,1.0,14811.52,73.01,1.0
73122022,Soppeng,2022,1385.55,237120.0,171.14,Low,1.78,69.7,13742.0,1.0,3439.38,72.7,1.0
73142022,Sidenreng Rappang,2022,1832.3,325058.0,177.4,Low,0.24,72.06,16699.0,1.0,4718.63,73.84,1.0
73152022,Pinrang,2022,1896.58,413966.0,218.27,Low,0.65,71.97,23765.0,1.0,6586.18,73.33,1.0
73162022,Enrekang,2022,1806.85,231121.0,127.91,Low,0.885,73.39,9025.0,1.0,4174.07,72.74,1.0
73172022,Luwu,2022,2902.07,374316.0,128.98,Low,0.885,71.36,19981.0,1.2642857142857142,11758.668946135833,72.83,1.0
73182022,Tana Toraja,2022,2043.62,286451.0,140.17,Low,0.885,69.88,8757.0,1.0,4249.27,73.54,1.0
73222022,Luwu Utara,2022,7422.42,329892.0,44.45,Low,1248.8,70.51,16051.0,1.2642857142857142,11758.668946135833,74.43,1.0
73262022,Toraja Utara,2022,1289.13,268877.0,208.57,Low,0.22,70.36,11311.0,1.0,5784.78,74.43,1.0
73712022,City of Makasar,2022,176.85,1444879.0,8170.08,Medium,0.885,83.12,208936.0,1.0,36592.43,73.25,2.0
73722022,City of Parepare,2022,89.67,155912.0,1738.73,Low,20.91,78.54,8697.0,1.0,2838.9,73.37,1.0
73732022,City of Palopo,2022,273.24,189841.0,694.78,Low,0.48,78.91,9768.0,1.0,3418.79,73.58,1.0
74022022,Muna,2022,1858.1,221370.0,119.14,Low,0.52,69.61,8261.0,1.0,3393.76,73.44,1.0
74032022,Konawe,2022,5351.85,264930.0,49.5,Low,0.885,72.04,14270.0,1.2642857142857142,11758.668946135833,75.74,1.0
74042022,Kolaka,2022,2958.92,243040.0,82.14,Low,3145.8,73.98,31397.0,1.0,4402.16,73.42,1.0
74052022,Konawe Selatan,2022,4237.74,318350.0,75.12,Low,0.885,69.36,14537.0,1.2642857142857142,11758.668946135833,73.86,1.0
74062022,Bombana,2022,3293.97,155510.0,47.21,Low,0.885,66.81,7780.0,1.2642857142857142,11758.668946135833,75.57,1.0
74072022,Wakatobi,2022,450.46,114620.0,254.45,Low,0.16,70.85,5241.0,1.0,2945.56,74.96,1.0
74082022,Kolaka Utara,2022,2932.25,142770.0,48.69,Low,0.04,70.39,10096.0,1.0,2034.06,75.88,1.0
74092022,Buton Utara,2022,1755.83,68090.0,38.78,Low,0.885,69.0,3802.0,1.2642857142857142,11758.668946135833,73.75,1.0
74102022,Konawe Utara,2022,4219.81,70680.0,16.75,Low,0.885,71.1,4799.0,1.2642857142857142,11758.668946135833,72.81,1.0
74112022,Kolaka Timur,2022,3992.53,123980.0,31.05,Low,0.885,68.73,5274.0,1.2642857142857142,11758.668946135833,75.89,1.0
74122022,Konawe Kepulauan,2022,705.71,38310.0,54.29,Low,0.885,66.69,1579.0,1.2642857142857142,11758.668946135833,74.85,1.0
74132022,Muna Barat,2022,818.7,87590.0,106.99,Low,0.885,66.21,3070.0,1.2642857142857142,11758.668946135833,74.17,1.0
74142022,Buton Tengah,2022,836.96,117630.0,140.54,Low,0.885,65.29,2794.0,1.2642857142857142,11758.668946135833,75.7,1.0
74152022,Buton Selatan,2022,517.63,97950.0,189.23,Low,0.885,65.44,3314.0,1.0,802.67,76.89,1.0
74722022,City of Baubau,2022,294.14,163720.0,556.61,Low,0.27,76.67,10711.0,1.0,2992.33,74.41,1.0
75012022,Boalemo,2022,1830.87,148526.0,81.12,Low,0.47,67.27,6112.0,1.2642857142857142,11758.668946135833,77.43,1.0
75022022,Gorontalo,2022,2160.36,398801.0,184.6,Low,0.99,68.28,14889.0,1.0,5776.27,76.51,1.0
75032022,Pohuwato,2022,4370.36,149297.0,34.16,Low,0.94,66.53,7534.0,1.0,2156.26,74.25,1.0
75042022,Bone Bolango,2022,1889.0,166200.0,87.98,Low,0.22,70.9,5279.0,1.0,1819.89,75.67,1.0
75052022,Gorontalo Utara,2022,1703.63,128563.0,75.46,Low,0.58,66.01,3854.0,1.2642857142857142,11758.668946135833,73.22,1.0
75712022,City of Gorontalo,2022,70.93,201350.0,2838.71,Medium,0.04,78.22,9757.0,1.0,5164.65,72.8,2.0
76012022,Majene,2022,947.84,177390.0,187.15,Low,0.885,67.84,5537.0,1.0,2589.89,74.16,1.0
76022022,Polewali Mandar,2022,2074.76,490493.0,236.41,Low,33.0,64.79,14843.0,1.2642857142857142,11758.668946135833,75.16,1.0
76032022,Mamasa,2022,3005.88,166471.0,55.38,Low,0.885,67.21,3288.0,1.2642857142857142,11758.668946135833,73.49,1.0
76042022,Mamuju,2022,4979.89,285616.0,57.35,Low,0.885,68.88,13378.0,1.0,11758.668946135833,74.57,1.0
76052022,Mamuju Utara,2022,3043.75,198608.0,65.25,Low,0.0,68.61,13185.0,1.2642857142857142,11758.668946135833,73.35,1.0
76062022,Mamuju Tengah,2022,3014.37,140028.0,46.45,Low,0.885,66.89,3814.0,1.0,2005.75,75.91,1.0
81012022,Maluku Tenggara Barat,2022,10102.92,124787.0,12.35,Low,0.885,63.45,3153.0,1.2642857142857142,11758.668946135833,76.76,1.0
81022022,Maluku Tenggara,2022,4676.0,124199.0,26.56,Low,0.885,66.88,3785.0,1.2642857142857142,11758.668946135833,77.98,1.0
81032022,Maluku Tengah,2022,2759.07,427050.0,154.78,Low,0.07,71.81,9986.0,1.0,6201.06,76.56,1.0
81062022,Seram Bagian Barat,2022,6948.4,217958.0,31.37,Low,0.885,66.67,3501.0,1.2642857142857142,11758.668946135833,76.8,1.0
81072022,Seram Bagian Timur,2022,3952.08,143438.0,36.29,Low,0.885,65.05,3638.0,1.2642857142857142,11758.668946135833,76.86,1.0
81082022,Maluku Barat Daya,2022,8633.15,82560.0,9.56,Low,0.04,63.07,2264.0,1.2642857142857142,11758.668946135833,75.92,1.0
81712022,City of Ambon,2022,377.0,348225.0,923.67,Low,0.885,81.63,17175.0,1.2642857142857142,11758.668946135833,76.82,1.0
81722022,City of Tual,2022,352.66,93145.0,264.12,Low,0.885,68.6,2909.0,1.2642857142857142,11758.668946135833,76.61,1.0
82012022,Halmahera Barat,2022,2239.11,136282.0,60.86,Low,0.885,66.2,2529.0,1.2642857142857142,11758.668946135833,76.92,1.0
82022022,Halmahera Tengah,2022,2276.9,86379.0,37.94,Low,0.885,66.49,21302.0,1.2642857142857142,11758.668946135833,75.79,1.0
82042022,Halmahera Selatan,2022,8096.4,253331.0,31.29,Low,0.885,65.06,14326.0,1.2642857142857142,11758.668946135833,76.54,1.0
82052022,Halmahera Utara,2022,3891.62,201196.0,51.7,Low,0.0,68.38,6489.0,1.0,5049.7,77.13,1.0
82062022,Halmahera Timur,2022,6488.73,96395.0,14.86,Low,0.885,67.93,4184.0,1.2642857142857142,11758.668946135833,75.51,1.0
82072022,Pulau Morotai,2022,2337.33,78304.0,33.5,Low,0.885,63.8,1752.0,1.2642857142857142,11758.668946135833,76.15,1.0
82082022,Pulau Taliabu,2022,2985.75,63231.0,21.18,Low,0.885,61.64,1871.0,1.2642857142857142,11758.668946135833,76.03,1.0
82712022,City of Ternate,2022,579.54,201916.0,348.41,Low,0.03,80.81,12314.0,1.2642857142857142,11758.668946135833,74.89,1.0
91012022,Fakfak,2022,14320.0,89319.0,6.24,Low,0.885,69.12,5591.0,1.2642857142857142,11758.668946135833,74.54,1.0
91022022,Kaimana,2022,18500.0,65061.0,3.52,Low,0.885,66.11,2741.0,1.0,929.04,76.5,1.0
91032022,Teluk Wondama,2022,14953.8,45030.0,3.01,Low,0.885,60.87,1663.0,1.0,669.72,72.97,1.0
91042022,Teluk Bintuni,2022,18658.0,80884.0,4.34,Low,0.885,65.27,34935.0,1.2642857142857142,11758.668946135833,75.56,1.0
91052022,Manokwari,2022,14250.94,200785.0,14.09,Low,0.885,72.6,10282.0,1.0,5962.78,76.76,1.0
91072022,Sorong,2022,13075.28,124195.0,9.5,Low,0.885,66.69,11572.0,1.0,1816.27,76.74,1.0
91082022,Raja Ampat,2022,67379600.0,66793.0,0.0,Low,0.885,64.65,4066.0,1.2642857142857142,11758.668946135833,74.33,1.0
91092022,Tambrauw,2022,11529.18,32617.0,2.83,Low,0.885,54.63,256.0,1.2642857142857142,11758.668946135833,77.59,1.0
91112022,Manokwari Selatan,2022,2812.44,37423.0,13.31,Low,0.885,60.68,887.0,1.2642857142857142,11758.668946135833,74.64,1.0
91712022,City of Sorong,2022,1105.0,282802.0,255.93,Low,0.885,78.98,16174.0,1.2642857142857142,11758.668946135833,74.66,1.0
94022022,Jayawijaya,2022,7030.66,273503.0,38.9,Low,0.885,59.6,9166.0,1.2642857142857142,11758.668946135833,69.56,1.0
94032022,Jayapura,2022,17514.0,200224.0,11.43,Low,0.03,72.67,18279.0,1.0,3136.03,71.78,1.0
94092022,Biak Numfor,2022,2602.0,146346.0,56.24,Low,681.0,72.85,5865.0,1.0,2143.46,69.81,1.0
94102022,Paniai,2022,6526.25,122124.0,18.71,Low,0.885,57.14,4705.0,1.2642857142857142,11758.668946135833,72.79,1.0
94122022,Mimika,2022,21693.51,312255.0,14.39,Low,0.885,75.08,110425.0,1.0,5774.21,70.93,1.0
94132022,Boven Digoel,2022,27108.29,65310.0,2.41,Low,0.885,62.52,5078.0,1.0,951.82,69.96,1.0
94142022,Mappi,2022,23824.0,108232.0,4.54,Low,0.885,59.61,3351.0,1.2642857142857142,11758.668946135833,71.14,1.0
94152022,Asmat,2022,23746.0,108912.0,4.59,Low,0.885,52.22,2881.0,1.2642857142857142,1657.45,71.44,1.0
94162022,Yahukimo,2022,17512.0,355021.0,20.27,Low,0.885,50.25,2694.0,1.2642857142857142,11758.668946135833,71.74,1.0
94172022,Pegunungan Bintang,2022,15683.0,112251.0,7.16,Low,0.885,47.21,2203.0,1.2642857142857142,11758.668946135833,71.92,1.0
94182022,Tolikara,2022,14263.0,251117.0,17.61,Low,0.885,50.51,1817.0,1.2642857142857142,11758.668946135833,70.85,1.0
94192022,Sarmi,2022,18034.0,41821.0,2.32,Low,0.885,64.86,3316.0,1.0,611.0,72.63,1.0
94262022,Waropen,2022,22004.87,36974.0,1.68,Low,0.885,65.67,2311.0,1.2642857142857142,528.52,67.67,1.0
94272022,Supiori,2022,634.24,25015.0,39.44,Low,0.885,63.65,1139.0,1.2642857142857142,11758.668946135833,71.78,1.0
94282022,Mamberamo Raya,2022,23813.91,38735.0,1.63,Low,0.885,53.1,1973.0,1.2642857142857142,11758.668946135833,71.56,1.0
94292022,Nduga,2022,12941.0,110676.0,8.55,Low,0.885,34.1,1413.0,1.2642857142857142,11758.668946135833,71.65,1.0
94312022,Mamberamo Tengah,2022,3743.64,48735.0,13.02,Low,0.885,49.25,1287.0,1.2642857142857142,11758.668946135833,70.23,1.0
94322022,Yalimo,2022,4330.29,104066.0,24.03,Low,0.885,49.9,1440.0,1.2642857142857142,11758.668946135833,70.52,1.0
94332022,Puncak,2022,8055.0,176561.0,21.92,Low,0.885,43.87,1613.0,1.2642857142857142,11758.668946135833,71.64,1.0
94342022,Dogiyai,2022,4237.4,115380.0,27.23,Low,0.885,55.72,1445.0,1.2642857142857142,11758.668946135833,70.72,1.0
94352022,Intan Jaya,2022,3922.02,136365.0,34.77,Low,0.885,49.25,1359.0,1.2642857142857142,11758.668946135833,70.71,1.0
94712022,City of Jayapura,2022,940.0,368578.0,392.1,Low,6.93,80.61,35365.0,1.0,7952.83,70.69,1.0
11022023,Aceh Singkil,2023,1857.88,135435.0,72.9,Low,0.885,70.14,3203.0,1.0,1909.49,75.53,1.0
11032023,Aceh Selatan,2023,4173.82,236933.0,56.77,Low,0.885,68.44,7034.0,1.0,3532.35,76.31,1.0
11042023,Aceh Tenggara,2023,4242.04,231331.0,54.53,Low,2.2,71.05,6258.0,1.0,4166.62,73.98,1.0
11062023,Aceh Tengah,2023,4527.53,227168.0,50.17,Low,0.96,74.6,9843.0,1.2642857142857142,11758.668946135833,75.38,1.0
11072023,Aceh Barat,2023,2927.95,204475.0,69.84,Low,0.17,72.88,13572.0,1.0,3681.37,75.86,1.0
11082023,Aceh Besar,2023,2903.5,435298.0,149.92,Low,0.885,74.53,16978.0,2.0,5405.33,76.7,1.0
11092023,Pidie,2023,3184.46,444898.0,139.71,Low,0.42,71.66,13490.0,1.2642857142857142,11758.668946135833,76.01,1.0
11102023,Bireuen,2023,1781.34,458978.0,257.66,Low,0.0,73.63,17028.0,1.2642857142857142,11758.668946135833,76.03,1.0
11112023,Aceh Utara,2023,3296.86,627543.0,190.35,Low,0.885,70.87,28472.0,1.2642857142857142,11758.668946135833,75.32,1.0
11132023,Gayo Lues,2023,5365.98,104856.0,19.54,Low,0.885,68.93,3336.0,1.0,1506.85,74.7,1.0
11142023,Aceh Tamiang,2023,1957.02,308102.0,157.43,Low,0.885,71.35,10729.0,1.0,4456.17,73.63,1.0
11162023,Aceh Jaya,2023,3727.0,99717.0,26.76,Low,0.82,70.88,3374.0,2.0,1752.51,73.68,1.0
11172023,Bener Meriah,2023,1145.0,175781.0,153.52,Low,0.0,74.49,6016.0,1.0,2468.57,74.03,1.0
11182023,Pidie Jaya,2023,952.11,163591.0,171.82,Low,10.0,74.8,4349.0,1.2642857142857142,11758.668946135833,74.24,1.0
11722023,City of Sabang,2023,122.13,43527.0,356.4,Low,0.0,77.52,1747.0,1.0,630.84,72.7,1.0
11742023,City of Lhokseumawe,2023,181.06,196067.0,1082.88,Low,0.05,78.92,11170.0,1.2642857142857142,11758.668946135833,75.08,1.0
